timestamp,asset_id,mode,outdoor_temp_c,outdoor_coil_temp_c,suction_pressure_kpa,discharge_pressure_kpa,suction_temp_c,discharge_temp_c,superheat_k,subcooling_k,compressor_command,outdoor_fan_command,reversing_valve_command,defrost_command,alarm_code,data_quality
2026-07-15T05:32:10,HP-01,heating,3.273,6.273,429.345,1664.467,10.273,73.695,4.0,5.0,1,1,0,0,,good
2026-07-15T05:32:20,HP-01,heating,3.277,6.277,429.381,1664.631,10.277,73.673,4.0,5.0,1,1,0,0,,good
2026-07-15T05:32:30,HP-01,heating,3.282,6.282,429.418,1664.796,10.282,73.651,4.0,5.0,1,1,0,0,,good
2026-07-15T05:32:40,HP-01,heating,3.286,6.286,429.455,1664.962,10.286,73.629,4.0,5.0,1,1,0,0,,good
2026-07-15T05:32:50,HP-01,heating,3.29,6.29,429.492,1665.128,10.29,73.607,4.0,5.0,1,1,0,0,,good
2026-07-15T05:33:00,HP-01,heating,3.295,6.295,429.529,1665.296,10.295,73.585,4.0,5.0,1,1,0,0,,good
2026-07-15T05:33:10,HP-01,heating,3.299,6.299,429.566,1665.465,10.299,73.564,4.0,5.0,1,1,0,0,,good
2026-07-15T05:33:20,HP-01,heating,3.303,6.303,429.603,1665.635,10.303,73.542,4.0,5.0,1,1,0,0,,good
2026-07-15T05:33:30,HP-01,heating,3.308,6.308,429.64,1665.806,10.308,73.52,4.0,5.0,1,1,0,0,,good
2026-07-15T05:33:40,HP-01,heating,3.312,6.312,429.677,1665.978,10.312,73.499,4.0,5.0,1,1,0,0,,good
2026-07-15T05:33:50,HP-01,heating,3.316,6.316,429.715,1666.151,10.316,73.477,4.0,5.0,1,1,0,0,,good
2026-07-15T05:34:00,HP-01,heating,3.321,6.321,429.752,1666.325,10.321,73.456,4.0,5.0,1,1,0,0,,good
2026-07-15T05:34:10,HP-01,heating,3.325,6.325,429.789,1666.5,10.325,73.435,4.0,5.0,1,1,0,0,,good
2026-07-15T05:34:20,HP-01,heating,3.329,6.329,429.827,1666.676,10.329,73.413,4.0,5.0,1,1,0,0,,good
2026-07-15T05:34:30,HP-01,heating,3.334,6.334,429.864,1666.853,10.334,73.392,4.0,5.0,1,1,0,0,,good
2026-07-15T05:34:40,HP-01,heating,3.338,6.338,429.902,1667.03,10.338,73.371,4.0,5.0,1,1,0,0,,good
2026-07-15T05:34:50,HP-01,heating,3.342,6.342,429.939,1667.209,10.342,73.35,4.0,5.0,1,1,0,0,,good
2026-07-15T05:35:00,HP-01,heating,3.347,6.347,429.977,1667.388,10.347,73.329,4.0,5.0,1,1,0,0,,good
2026-07-15T05:35:10,HP-01,heating,3.351,6.351,430.014,1667.569,10.351,73.308,4.0,5.0,1,1,0,0,,good
2026-07-15T05:35:20,HP-01,heating,3.355,6.355,430.052,1667.75,10.355,73.287,4.0,5.0,1,1,0,0,,good
2026-07-15T05:35:30,HP-01,heating,3.36,6.36,430.089,1667.932,10.36,73.266,4.0,5.0,1,1,0,0,,good
2026-07-15T05:35:40,HP-01,heating,3.364,6.364,430.127,1668.115,10.364,73.246,4.0,5.0,1,1,0,0,,good
2026-07-15T05:35:50,HP-01,heating,3.368,6.368,430.164,1668.299,10.368,73.225,4.0,5.0,1,1,0,0,,good
2026-07-15T05:36:00,HP-01,heating,3.373,6.373,430.202,1668.483,10.373,73.205,4.0,5.0,1,1,0,0,,good
2026-07-15T05:36:10,HP-01,heating,3.377,6.377,430.239,1668.668,10.377,73.185,4.0,5.0,1,1,0,0,,good
2026-07-15T05:36:20,HP-01,heating,3.382,6.382,430.276,1668.854,10.382,73.164,4.0,5.0,1,1,0,0,,good
2026-07-15T05:36:30,HP-01,heating,3.386,6.386,430.314,1669.041,10.386,73.144,4.0,5.0,1,1,0,0,,good
2026-07-15T05:36:40,HP-01,heating,3.39,6.39,430.351,1669.229,10.39,73.124,4.0,5.0,1,1,0,0,,good
2026-07-15T05:36:50,HP-01,heating,3.395,6.395,430.388,1669.417,10.395,73.104,4.0,5.0,1,1,0,0,,good
2026-07-15T05:37:00,HP-01,heating,3.399,6.399,430.425,1669.606,10.399,73.084,4.0,5.0,1,1,0,0,,good
2026-07-15T05:37:10,HP-01,heating,3.403,6.403,430.462,1669.796,10.403,73.065,4.0,5.0,1,1,0,0,,good
2026-07-15T05:37:20,HP-01,heating,3.408,6.408,430.499,1669.987,10.408,73.045,4.0,5.0,1,1,0,0,,good
2026-07-15T05:37:30,HP-01,heating,3.412,6.412,430.536,1670.178,10.412,73.026,4.0,5.0,1,1,0,0,,good
2026-07-15T05:37:40,HP-01,heating,3.416,6.416,430.573,1670.37,10.416,73.006,4.0,5.0,1,1,0,0,,good
2026-07-15T05:37:50,HP-01,heating,3.421,6.421,430.61,1670.563,10.421,72.987,4.0,5.0,1,1,0,0,,good
2026-07-15T05:38:00,HP-01,heating,3.425,6.425,430.647,1670.756,10.425,72.968,4.0,5.0,1,1,0,0,,good
2026-07-15T05:38:10,HP-01,heating,3.429,6.429,430.683,1670.95,10.429,72.949,4.0,5.0,1,1,0,0,,good
2026-07-15T05:38:20,HP-01,heating,3.434,6.434,430.72,1671.144,10.434,72.93,4.0,5.0,1,1,0,0,,good
2026-07-15T05:38:30,HP-01,heating,3.438,6.438,430.756,1671.339,10.438,72.911,4.0,5.0,1,1,0,0,,good
2026-07-15T05:38:40,HP-01,heating,3.442,6.442,430.792,1671.535,10.442,72.893,4.0,5.0,1,1,0,0,,good
2026-07-15T05:38:50,HP-01,heating,3.447,6.447,430.828,1671.731,10.447,72.874,4.0,5.0,1,1,0,0,,good
2026-07-15T05:39:00,HP-01,heating,3.451,6.451,430.864,1671.928,10.451,72.856,4.0,5.0,1,1,0,0,,good
2026-07-15T05:39:10,HP-01,heating,3.455,6.455,430.9,1672.126,10.455,72.838,4.0,5.0,1,1,0,0,,good
2026-07-15T05:39:20,HP-01,heating,3.46,6.46,430.936,1672.324,10.46,72.82,4.0,5.0,1,1,0,0,,good
2026-07-15T05:39:30,HP-01,heating,3.464,6.464,430.971,1672.522,10.464,72.802,4.0,5.0,1,1,0,0,,good
2026-07-15T05:39:40,HP-01,heating,3.468,6.468,431.007,1672.721,10.468,72.784,4.0,5.0,1,1,0,0,,good
2026-07-15T05:39:50,HP-01,heating,3.473,6.473,431.042,1672.921,10.473,72.767,4.0,5.0,1,1,0,0,,good
2026-07-15T05:40:00,HP-01,heating,3.477,6.477,431.077,1673.121,10.477,72.749,4.0,5.0,1,1,0,0,,good
2026-07-15T05:40:10,HP-01,heating,3.481,6.481,431.112,1673.321,10.481,72.732,4.0,5.0,1,1,0,0,,good
2026-07-15T05:40:20,HP-01,heating,3.486,6.486,431.147,1673.522,10.486,72.715,4.0,5.0,1,1,0,0,,good
2026-07-15T05:40:30,HP-01,heating,3.49,6.49,431.181,1673.724,10.49,72.698,4.0,5.0,1,1,0,0,,good
2026-07-15T05:40:40,HP-01,heating,3.494,6.494,431.216,1673.926,10.494,72.681,4.0,5.0,1,1,0,0,,good
2026-07-15T05:40:50,HP-01,heating,3.499,6.499,431.25,1674.128,10.499,72.665,4.0,5.0,1,1,0,0,,good
2026-07-15T05:41:00,HP-01,heating,3.503,6.503,431.284,1674.331,10.503,72.648,4.0,5.0,1,1,0,0,,good
2026-07-15T05:41:10,HP-01,heating,3.507,6.507,431.318,1674.534,10.507,72.632,4.0,5.0,1,1,0,0,,good
2026-07-15T05:41:20,HP-01,heating,3.512,6.512,431.351,1674.737,10.512,72.616,4.0,5.0,1,1,0,0,,good
2026-07-15T05:41:30,HP-01,heating,3.516,6.516,431.385,1674.941,10.516,72.6,4.0,5.0,1,1,0,0,,good
2026-07-15T05:41:40,HP-01,heating,3.521,6.521,431.418,1675.145,10.521,72.584,4.0,5.0,1,1,0,0,,good
2026-07-15T05:41:50,HP-01,heating,3.525,6.525,431.451,1675.35,10.525,72.568,4.0,5.0,1,1,0,0,,good
2026-07-15T05:42:00,HP-01,heating,3.529,6.529,431.483,1675.555,10.529,72.553,4.0,5.0,1,1,0,0,,good
2026-07-15T05:42:10,HP-01,heating,3.534,6.534,431.516,1675.76,10.534,72.538,4.0,5.0,1,1,0,0,,good
2026-07-15T05:42:20,HP-01,heating,3.538,6.538,431.548,1675.965,10.538,72.523,4.0,5.0,1,1,0,0,,good
2026-07-15T05:42:30,HP-01,heating,3.542,6.542,431.58,1676.171,10.542,72.508,4.0,5.0,1,1,0,0,,good
2026-07-15T05:42:40,HP-01,heating,3.547,6.547,431.612,1676.377,10.547,72.493,4.0,5.0,1,1,0,0,,good
2026-07-15T05:42:50,HP-01,heating,3.551,6.551,431.643,1676.583,10.551,72.479,4.0,5.0,1,1,0,0,,good
2026-07-15T05:43:00,HP-01,heating,3.555,6.555,431.675,1676.79,10.555,72.464,4.0,5.0,1,1,0,0,,good
2026-07-15T05:43:10,HP-01,heating,3.56,6.56,431.706,1676.997,10.56,72.45,4.0,5.0,1,1,0,0,,good
2026-07-15T05:43:20,HP-01,heating,3.564,6.564,431.736,1677.204,10.564,72.436,4.0,5.0,1,1,0,0,,good
2026-07-15T05:43:30,HP-01,heating,3.568,6.568,431.767,1677.411,10.568,72.422,4.0,5.0,1,1,0,0,,good
2026-07-15T05:43:40,HP-01,heating,3.573,6.573,431.797,1677.618,10.573,72.409,4.0,5.0,1,1,0,0,,good
2026-07-15T05:43:50,HP-01,heating,3.577,6.577,431.827,1677.825,10.577,72.395,4.0,5.0,1,1,0,0,,good
2026-07-15T05:44:00,HP-01,heating,3.581,6.581,431.857,1678.033,10.581,72.382,4.0,5.0,1,1,0,0,,good
2026-07-15T05:44:10,HP-01,heating,3.586,6.586,431.886,1678.241,10.586,72.369,4.0,5.0,1,1,0,0,,good
2026-07-15T05:44:20,HP-01,heating,3.59,6.59,431.915,1678.449,10.59,72.357,4.0,5.0,1,1,0,0,,good
2026-07-15T05:44:30,HP-01,heating,3.595,6.595,431.944,1678.657,10.595,72.344,4.0,5.0,1,1,0,0,,good
2026-07-15T05:44:40,HP-01,heating,3.599,6.599,431.972,1678.865,10.599,72.332,4.0,5.0,1,1,0,0,,good
2026-07-15T05:44:50,HP-01,heating,3.603,6.603,432.0,1679.073,10.603,72.32,4.0,5.0,1,1,0,0,,good
2026-07-15T05:45:00,HP-01,heating,3.608,6.608,432.028,1679.281,10.608,72.308,4.0,5.0,1,1,0,0,,good
2026-07-15T05:45:10,HP-01,heating,3.612,6.612,432.055,1679.489,10.612,72.296,4.0,5.0,1,1,0,0,,good
2026-07-15T05:45:20,HP-01,heating,3.616,6.616,432.082,1679.698,10.616,72.284,4.0,5.0,1,1,0,0,,good
2026-07-15T05:45:30,HP-01,heating,3.621,6.621,432.109,1679.906,10.621,72.273,4.0,5.0,1,1,0,0,,good
2026-07-15T05:45:40,HP-01,heating,3.625,6.625,432.136,1680.114,10.625,72.262,4.0,5.0,1,1,0,0,,good
2026-07-15T05:45:50,HP-01,heating,3.629,6.629,432.162,1680.323,10.629,72.251,4.0,5.0,1,1,0,0,,good
2026-07-15T05:46:00,HP-01,heating,3.634,6.634,432.188,1680.531,10.634,72.24,4.0,5.0,1,1,0,0,,good
2026-07-15T05:46:10,HP-01,heating,3.638,6.638,432.213,1680.739,10.638,72.23,4.0,5.0,1,1,0,0,,good
2026-07-15T05:46:20,HP-01,heating,3.642,6.642,432.238,1680.947,10.642,72.22,4.0,5.0,1,1,0,0,,good
2026-07-15T05:46:30,HP-01,heating,3.647,6.647,432.263,1681.156,10.647,72.21,4.0,5.0,1,1,0,0,,good
2026-07-15T05:46:40,HP-01,heating,3.651,6.651,432.288,1681.364,10.651,72.2,4.0,5.0,1,1,0,0,,good
2026-07-15T05:46:50,HP-01,heating,3.655,6.655,432.312,1681.572,10.655,72.19,4.0,5.0,1,1,0,0,,good
2026-07-15T05:47:00,HP-01,heating,3.66,6.66,432.335,1681.78,10.66,72.181,4.0,5.0,1,1,0,0,,good
2026-07-15T05:47:10,HP-01,heating,3.664,6.664,432.359,1681.987,10.664,72.172,4.0,5.0,1,1,0,0,,good
2026-07-15T05:47:20,HP-01,heating,3.669,6.669,432.382,1682.195,10.669,72.163,4.0,5.0,1,1,0,0,,good
2026-07-15T05:47:30,HP-01,heating,3.673,6.673,432.404,1682.402,10.673,72.154,4.0,5.0,1,1,0,0,,good
2026-07-15T05:47:40,HP-01,heating,3.677,6.677,432.427,1682.61,10.677,72.146,4.0,5.0,1,1,0,0,,good
2026-07-15T05:47:50,HP-01,heating,3.682,6.682,432.449,1682.817,10.682,72.138,4.0,5.0,1,1,0,0,,good
2026-07-15T05:48:00,HP-01,heating,3.686,6.686,432.47,1683.024,10.686,72.13,4.0,5.0,1,1,0,0,,good
2026-07-15T05:48:10,HP-01,heating,3.69,6.69,432.491,1683.23,10.69,72.122,4.0,5.0,1,1,0,0,,good
2026-07-15T05:48:20,HP-01,heating,3.695,6.695,432.512,1683.437,10.695,72.114,4.0,5.0,1,1,0,0,,good
2026-07-15T05:48:30,HP-01,heating,3.699,6.699,432.532,1683.643,10.699,72.107,4.0,5.0,1,1,0,0,,good
2026-07-15T05:48:40,HP-01,heating,3.703,6.703,432.552,1683.849,10.703,72.1,4.0,5.0,1,1,0,0,,good
2026-07-15T05:48:50,HP-01,heating,3.708,6.708,432.572,1684.055,10.708,72.093,4.0,5.0,1,1,0,0,,good
2026-07-15T05:49:00,HP-01,heating,3.712,6.712,432.591,1684.26,10.712,72.087,4.0,5.0,1,1,0,0,,good
2026-07-15T05:49:10,HP-01,heating,3.716,6.716,432.609,1684.465,10.716,72.08,4.0,5.0,1,1,0,0,,good
2026-07-15T05:49:20,HP-01,heating,3.721,6.721,432.628,1684.67,10.721,72.074,4.0,5.0,1,1,0,0,,good
2026-07-15T05:49:30,HP-01,heating,3.725,6.725,432.646,1684.875,10.725,72.068,4.0,5.0,1,1,0,0,,good
2026-07-15T05:49:40,HP-01,heating,3.73,6.73,432.663,1685.079,10.73,72.063,4.0,5.0,1,1,0,0,,good
2026-07-15T05:49:50,HP-01,heating,3.734,6.734,432.68,1685.283,10.734,72.057,4.0,5.0,1,1,0,0,,good
2026-07-15T05:50:00,HP-01,heating,3.738,6.738,432.697,1685.486,10.738,72.052,4.0,5.0,1,1,0,0,,good
2026-07-15T05:50:10,HP-01,heating,3.743,6.743,432.713,1685.689,10.743,72.047,4.0,5.0,1,1,0,0,,good
2026-07-15T05:50:20,HP-01,heating,3.747,6.747,432.729,1685.892,10.747,72.042,4.0,5.0,1,1,0,0,,good
2026-07-15T05:50:30,HP-01,heating,3.751,6.751,432.744,1686.094,10.751,72.038,4.0,5.0,1,1,0,0,,good
2026-07-15T05:50:40,HP-01,heating,3.756,6.756,432.759,1686.296,10.756,72.034,4.0,5.0,1,1,0,0,,good
2026-07-15T05:50:50,HP-01,heating,3.76,6.76,432.774,1686.497,10.76,72.03,4.0,5.0,1,1,0,0,,good
2026-07-15T05:51:00,HP-01,heating,3.764,6.764,432.788,1686.698,10.764,72.026,4.0,5.0,1,1,0,0,,good
2026-07-15T05:51:10,HP-01,heating,3.769,6.769,432.801,1686.899,10.769,72.023,4.0,5.0,1,1,0,0,,good
2026-07-15T05:51:20,HP-01,heating,3.773,6.773,432.814,1687.099,10.773,72.019,4.0,5.0,1,1,0,0,,good
2026-07-15T05:51:30,HP-01,heating,3.778,6.778,432.827,1687.298,10.778,72.017,4.0,5.0,1,1,0,0,,good
2026-07-15T05:51:40,HP-01,heating,3.782,6.782,432.84,1687.497,10.782,72.014,4.0,5.0,1,1,0,0,,good
2026-07-15T05:51:50,HP-01,heating,3.786,6.786,432.851,1687.696,10.786,72.011,4.0,5.0,1,1,0,0,,good
2026-07-15T05:52:00,HP-01,heating,3.791,6.791,432.863,1687.894,10.791,72.009,4.0,5.0,1,1,0,0,,good
2026-07-15T05:52:10,HP-01,heating,3.795,6.795,432.874,1688.091,10.795,72.007,4.0,5.0,1,1,0,0,,good
2026-07-15T05:52:20,HP-01,heating,3.799,6.799,432.884,1688.288,10.799,72.005,4.0,5.0,1,1,0,0,,good
2026-07-15T05:52:30,HP-01,heating,3.804,6.804,432.894,1688.484,10.804,72.004,4.0,5.0,1,1,0,0,,good
2026-07-15T05:52:40,HP-01,heating,3.808,6.808,432.904,1688.68,10.808,72.003,4.0,5.0,1,1,0,0,,good
2026-07-15T05:52:50,HP-01,heating,3.812,6.812,432.913,1688.875,10.812,72.002,4.0,5.0,1,1,0,0,,good
2026-07-15T05:53:00,HP-01,heating,3.817,6.817,432.922,1689.069,10.817,72.001,4.0,5.0,1,1,0,0,,good
2026-07-15T05:53:10,HP-01,heating,3.821,6.821,432.93,1689.263,10.821,72.0,4.0,5.0,1,1,0,0,,good
2026-07-15T05:53:20,HP-01,heating,3.825,6.825,432.938,1689.456,10.825,72.0,4.0,5.0,1,1,0,0,,good
2026-07-15T05:53:30,HP-01,heating,3.83,6.83,432.945,1689.649,10.83,72.0,4.0,5.0,1,1,0,0,,good
2026-07-15T05:53:40,HP-01,heating,3.834,6.834,432.952,1689.841,10.834,72.0,4.0,5.0,1,1,0,0,,good
2026-07-15T05:53:50,HP-01,heating,3.839,6.839,432.959,1690.032,10.839,72.001,4.0,5.0,1,1,0,0,,good
2026-07-15T05:54:00,HP-01,heating,3.843,6.843,432.965,1690.222,10.843,72.001,4.0,5.0,1,1,0,0,,good
2026-07-15T05:54:10,HP-01,heating,3.847,6.847,432.97,1690.412,10.847,72.002,4.0,5.0,1,1,0,0,,good
2026-07-15T05:54:20,HP-01,heating,3.852,6.852,432.975,1690.601,10.852,72.004,4.0,5.0,1,1,0,0,,good
2026-07-15T05:54:30,HP-01,heating,3.856,6.856,432.98,1690.789,10.856,72.005,4.0,5.0,1,1,0,0,,good
2026-07-15T05:54:40,HP-01,heating,3.86,6.86,432.984,1690.977,10.86,72.007,4.0,5.0,1,1,0,0,,good
2026-07-15T05:54:50,HP-01,heating,3.865,6.865,432.988,1691.164,10.865,72.009,4.0,5.0,1,1,0,0,,good
2026-07-15T05:55:00,HP-01,heating,3.869,6.869,432.991,1691.35,10.869,72.011,4.0,5.0,1,1,0,0,,good
2026-07-15T05:55:10,HP-01,heating,3.873,6.873,432.993,1691.535,10.873,72.013,4.0,5.0,1,1,0,0,,good
2026-07-15T05:55:20,HP-01,heating,3.878,6.878,432.996,1691.719,10.878,72.016,4.0,5.0,1,1,0,0,,good
2026-07-15T05:55:30,HP-01,heating,3.882,6.882,432.997,1691.903,10.882,72.019,4.0,5.0,1,1,0,0,,good
2026-07-15T05:55:40,HP-01,heating,3.887,6.887,432.999,1692.086,10.887,72.022,4.0,5.0,1,1,0,0,,good
2026-07-15T05:55:50,HP-01,heating,3.891,6.891,433.0,1692.268,10.891,72.026,4.0,5.0,1,1,0,0,,good
2026-07-15T05:56:00,HP-01,heating,3.895,6.895,433.0,1692.449,10.895,72.029,4.0,5.0,1,1,0,0,,good
2026-07-15T05:56:10,HP-01,heating,3.9,6.9,433.0,1692.629,10.9,72.033,4.0,5.0,1,1,0,0,,good
2026-07-15T05:56:20,HP-01,heating,3.904,6.904,432.999,1692.808,10.904,72.037,4.0,5.0,1,1,0,0,,good
2026-07-15T05:56:30,HP-01,heating,3.908,6.908,432.998,1692.987,10.908,72.042,4.0,5.0,1,1,0,0,,good
2026-07-15T05:56:40,HP-01,heating,3.913,6.913,432.997,1693.165,10.913,72.046,4.0,5.0,1,1,0,0,,good
2026-07-15T05:56:50,HP-01,heating,3.917,6.917,432.995,1693.341,10.917,72.051,4.0,5.0,1,1,0,0,,good
2026-07-15T05:57:00,HP-01,heating,3.921,6.921,432.992,1693.517,10.921,72.056,4.0,5.0,1,1,0,0,,good
2026-07-15T05:57:10,HP-01,heating,3.926,6.926,432.989,1693.692,10.926,72.062,4.0,5.0,1,1,0,0,,good
2026-07-15T05:57:20,HP-01,heating,3.93,6.93,432.986,1693.866,10.93,72.067,4.0,5.0,1,1,0,0,,good
2026-07-15T05:57:30,HP-01,heating,3.935,6.935,432.982,1694.038,10.935,72.073,4.0,5.0,1,1,0,0,,good
2026-07-15T05:57:40,HP-01,heating,3.939,6.939,432.978,1694.21,10.939,72.079,4.0,5.0,1,1,0,0,,good
2026-07-15T05:57:50,HP-01,heating,3.943,6.943,432.973,1694.381,10.943,72.086,4.0,5.0,1,1,0,0,,good
2026-07-15T05:58:00,HP-01,heating,3.948,6.948,432.968,1694.551,10.948,72.092,4.0,5.0,1,1,0,0,,good
2026-07-15T05:58:10,HP-01,heating,3.952,6.952,432.962,1694.72,10.952,72.099,4.0,5.0,1,1,0,0,,good
2026-07-15T05:58:20,HP-01,heating,3.956,6.956,432.956,1694.888,10.956,72.106,4.0,5.0,1,1,0,0,,good
2026-07-15T05:58:30,HP-01,heating,3.961,6.961,432.949,1695.055,10.961,72.113,4.0,5.0,1,1,0,0,,good
2026-07-15T05:58:40,HP-01,heating,3.965,6.965,432.942,1695.221,10.965,72.121,4.0,5.0,1,1,0,0,,good
2026-07-15T05:58:50,HP-01,heating,3.969,6.969,432.935,1695.385,10.969,72.128,4.0,5.0,1,1,0,0,,good
2026-07-15T05:59:00,HP-01,heating,3.974,6.974,432.927,1695.549,10.974,72.136,4.0,5.0,1,1,0,0,,good
2026-07-15T05:59:10,HP-01,heating,3.978,6.978,432.918,1695.712,10.978,72.145,4.0,5.0,1,1,0,0,,good
2026-07-15T05:59:20,HP-01,heating,3.983,6.983,432.909,1695.873,10.983,72.153,4.0,5.0,1,1,0,0,,good
2026-07-15T05:59:30,HP-01,heating,3.987,6.987,432.9,1696.033,10.987,72.162,4.0,5.0,1,1,0,0,,good
2026-07-15T05:59:40,HP-01,heating,3.991,6.991,432.89,1696.193,10.991,72.17,4.0,5.0,1,1,0,0,,good
2026-07-15T05:59:50,HP-01,heating,3.996,6.996,432.88,1696.351,10.996,72.18,4.0,5.0,1,1,0,0,,good
2026-07-15T06:00:00,HP-01,heating,4.0,7.0,432.869,1696.508,11.0,72.189,4.0,5.0,1,1,0,0,,good
2026-07-15T06:00:10,HP-01,heating,4.004,7.004,432.858,1696.664,11.004,72.198,4.0,5.0,1,1,0,0,,good
2026-07-15T06:00:20,HP-01,heating,4.009,7.009,432.846,1696.819,11.009,72.208,4.0,5.0,1,1,0,0,,good
2026-07-15T06:00:30,HP-01,heating,4.013,7.013,432.834,1696.972,11.013,72.218,4.0,5.0,1,1,0,0,,good
2026-07-15T06:00:40,HP-01,heating,4.017,7.017,432.822,1697.124,11.017,72.228,4.0,5.0,1,1,0,0,,good
2026-07-15T06:00:50,HP-01,heating,4.022,7.022,432.809,1697.276,11.022,72.239,4.0,5.0,1,1,0,0,,good
2026-07-15T06:01:00,HP-01,heating,4.026,7.026,432.795,1697.426,11.026,72.249,4.0,5.0,1,1,0,0,,good
2026-07-15T06:01:10,HP-01,heating,4.031,7.031,432.782,1697.574,11.031,72.26,4.0,5.0,1,1,0,0,,good
2026-07-15T06:01:20,HP-01,heating,4.035,7.035,432.767,1697.722,11.035,72.271,4.0,5.0,1,1,0,0,,good
2026-07-15T06:01:30,HP-01,heating,4.039,7.039,432.753,1697.868,11.039,72.283,4.0,5.0,1,1,0,0,,good
2026-07-15T06:01:40,HP-01,heating,4.044,7.044,432.737,1698.013,11.044,72.294,4.0,5.0,1,1,0,0,,good
2026-07-15T06:01:50,HP-01,heating,4.048,7.048,432.722,1698.157,11.048,72.306,4.0,5.0,1,1,0,0,,good
2026-07-15T06:02:00,HP-01,heating,4.052,7.052,432.706,1698.3,11.052,72.318,4.0,5.0,1,1,0,0,,good
2026-07-15T06:02:10,HP-01,heating,4.057,7.057,432.69,1698.441,11.057,72.33,4.0,5.0,1,1,0,0,,good
2026-07-15T06:02:20,HP-01,heating,4.061,7.061,432.673,1698.581,11.061,72.342,4.0,5.0,1,1,0,0,,good
2026-07-15T06:02:30,HP-01,heating,4.065,7.065,432.655,1698.72,11.065,72.355,4.0,5.0,1,1,0,0,,good
2026-07-15T06:02:40,HP-01,heating,4.07,7.07,432.638,1698.857,11.07,72.367,4.0,5.0,1,1,0,0,,good
2026-07-15T06:02:50,HP-01,heating,4.074,7.074,432.62,1698.993,11.074,72.38,4.0,5.0,1,1,0,0,,good
2026-07-15T06:03:00,HP-01,heating,4.079,7.079,432.601,1699.128,11.079,72.393,4.0,5.0,1,1,0,0,,good
2026-07-15T06:03:10,HP-01,heating,4.083,7.083,432.582,1699.262,11.083,72.407,4.0,5.0,1,1,0,0,,good
2026-07-15T06:03:20,HP-01,heating,4.087,7.087,432.563,1699.394,11.087,72.42,4.0,5.0,1,1,0,0,,good
2026-07-15T06:03:30,HP-01,heating,4.092,7.092,432.543,1699.525,11.092,72.434,4.0,5.0,1,1,0,0,,good
2026-07-15T06:03:40,HP-01,heating,4.096,7.096,432.523,1699.654,11.096,72.448,4.0,5.0,1,1,0,0,,good
2026-07-15T06:03:50,HP-01,heating,4.1,7.1,432.503,1699.782,11.1,72.462,4.0,5.0,1,1,0,0,,good
2026-07-15T06:04:00,HP-01,heating,4.105,7.105,432.482,1699.909,11.105,72.476,4.0,5.0,1,1,0,0,,good
2026-07-15T06:04:10,HP-01,heating,4.109,7.109,432.461,1700.034,11.109,72.491,4.0,5.0,1,1,0,0,,good
2026-07-15T06:04:20,HP-01,heating,4.113,7.113,432.439,1700.158,11.113,72.506,4.0,5.0,1,1,0,0,,good
2026-07-15T06:04:30,HP-01,heating,4.118,7.118,432.417,1700.281,11.118,72.52,4.0,5.0,1,1,0,0,,good
2026-07-15T06:04:40,HP-01,heating,4.122,7.122,432.395,1700.402,11.122,72.535,4.0,5.0,1,1,0,0,,good
2026-07-15T06:04:50,HP-01,heating,4.127,7.127,432.372,1700.521,11.127,72.551,4.0,5.0,1,1,0,0,,good
2026-07-15T06:05:00,HP-01,heating,4.131,7.131,432.349,1700.64,11.131,72.566,4.0,5.0,1,1,0,0,,good
2026-07-15T06:05:10,HP-01,heating,4.135,7.135,432.325,1700.756,11.135,72.582,4.0,5.0,1,1,0,0,,good
2026-07-15T06:05:20,HP-01,heating,4.14,7.14,432.301,1700.872,11.14,72.597,4.0,5.0,1,1,0,0,,good
2026-07-15T06:05:30,HP-01,heating,4.144,7.144,432.277,1700.986,11.144,72.613,4.0,5.0,1,1,0,0,,good
2026-07-15T06:05:40,HP-01,heating,4.148,7.148,432.253,1701.098,11.148,72.629,4.0,5.0,1,1,0,0,,good
2026-07-15T06:05:50,HP-01,heating,4.153,7.153,432.228,1701.209,11.153,72.646,4.0,5.0,1,1,0,0,,good
2026-07-15T06:06:00,HP-01,heating,4.157,7.157,432.202,1701.319,11.157,72.662,4.0,5.0,1,1,0,0,,good
2026-07-15T06:06:10,HP-01,heating,4.161,7.161,432.177,1701.427,11.161,72.679,4.0,5.0,1,1,0,0,,good
2026-07-15T06:06:20,HP-01,heating,4.166,7.166,432.151,1701.534,11.166,72.696,4.0,5.0,1,1,0,0,,good
2026-07-15T06:06:30,HP-01,heating,4.17,7.17,432.124,1701.639,11.17,72.712,4.0,5.0,1,1,0,0,,good
2026-07-15T06:06:40,HP-01,heating,4.175,7.175,432.098,1701.742,11.175,72.73,4.0,5.0,1,1,0,0,,good
2026-07-15T06:06:50,HP-01,heating,4.179,7.179,432.071,1701.844,11.179,72.747,4.0,5.0,1,1,0,0,,good
2026-07-15T06:07:00,HP-01,heating,4.183,7.183,432.043,1701.945,11.183,72.764,4.0,5.0,1,1,0,0,,good
2026-07-15T06:07:10,HP-01,heating,4.188,7.188,432.016,1702.044,11.188,72.782,4.0,5.0,1,1,0,0,,good
2026-07-15T06:07:20,HP-01,heating,4.192,7.192,431.988,1702.141,11.192,72.799,4.0,5.0,1,1,0,0,,good
2026-07-15T06:07:30,HP-01,heating,4.196,7.196,431.96,1702.237,11.196,72.817,4.0,5.0,1,1,0,0,,good
